Serial Number,Shape Type,X,Y,Width,Height,Rotation,Frame Color,Fill Color,Is Filled
2065,Rectangle,129.7630429212188,105.23134316463677,10.0,10.0,12.375492371289678,#000000,#80FF00,True
2066,Rectangle,146.3484684291268,99.24113186945465,10.0,10.0,-23.785042186229344,#000000,#80FF00,True
2067,Rectangle,157.66185741008417,95.32527085015238,10.0,10.0,-8.702223789947002,#000000,#80FF00,True
2068,Rectangle,168.89371021291402,94.80709011694887,10.0,10.0,-3.016245551967356,#000000,#80FF00,True
96,Triangle,136.33270251674764,103.98345024442187,10.0,10.0,150.0,#000000,#80FF00,True
2069,Rectangle,97.90502365149712,78.59847449556003,10.0,10.0,-54.78239232236395,#000000,#80FF00,True
2070,Rectangle,104.88373415123431,68.04715624494077,10.0,10.0,-66.7761887101666,#000000,#80FF00,True
2071,Rectangle,108.01539942896386,84.348399969983,10.0,10.0,-65.25895472812344,#000000,#80FF00,True
2072,Rectangle,118.28488460326633,89.48245917996121,10.0,10.0,22.250032697803487,#000000,#80FF00,True
2073,Rectangle,129.6894533236544,93.59814670339779,10.0,10.0,11.513539326170271,#000000,#80FF00,True
2077,Rectangle,144.00770599888045,92.00747096545797,5.0,10.0,67.0,#000000,#80FF00,True
2078,Rectangle,154.82242069694996,87.82905846847632,5.0,10.0,79.0,#000000,#80FF00,True
2079,Rectangle,166.374502306252,86.2314301608069,5.0,10.0,91.0,#000000,#80FF00,True
2080,Rectangle,109.53950509515045,52.96432314642084,5.0,10.0,65.0,#000000,#80FF00,True
2082,Rectangle,111.03476229664386,61.81916625276733,5.0,5.0,0.0,#000000,#80FF00,True
2085,Rectangle,104.85566080724783,30.944822985838186,10.0,10.0,44.11614626607883,#000000,#80FF00,True
2086,Rectangle,113.27952497080048,39.99247543003469,10.0,10.0,56.54984677243047,#000000,#80FF00,True
2087,Rectangle,118.10594898831846,51.266692706049525,10.0,10.0,78.7775419305552,#000000,#80FF00,True
2088,Rectangle,117.9204473628875,63.57698920153575,10.0,10.0,98.78116273438556,#000000,#80FF00,True
2089,Rectangle,114.39608610404377,74.64976740677582,10.0,10.0,111.82141014418926,#000000,#80FF00,True
2090,Rectangle,114.24971696638045,23.90880324255795,10.0,10.0,46.32275070776805,#000000,#80FF00,True
2091,Rectangle,122.28136582908297,32.64098967078155,10.0,10.0,57.73521586797277,#000000,#80FF00,True
2092,Rectangle,127.63788010944052,43.217138102998774,10.0,10.0,69.60266647756364,#000000,#80FF00,True
2093,Rectangle,129.58734716519842,55.8475112406378,10.0,10.0,91.93821121127098,#000000,#80FF00,True
2094,Rectangle,128.49788608227044,67.78347190071383,10.0,10.0,98.84830476839487,#000000,#80FF00,True
2095,Rectangle,125.70866981740136,79.67777348201014,10.0,10.0,112.14789623013337,#000000,#80FF00,True
2096,Rectangle,137.40455594834634,82.24608987384681,10.0,10.0,18.547665443261828,#000000,#80FF00,True
2097,Rectangle,149.45711975316067,79.76168119122758,10.0,10.0,-5.783558650889473,#000000,#80FF00,True
2098,Rectangle,160.51949776551965,77.78839074938594,10.0,10.0,-5.801253061834259,#000000,#80FF00,True
2099,Rectangle,130.80501636515862,25.149462516383096,10.0,10.0,58.392497753751314,#000000,#80FF00,True
2100,Rectangle,136.7765011423807,35.48178699486664,10.0,10.0,67.05431072787886,#000000,#80FF00,True
2101,Rectangle,140.71271313371813,47.04932965609123,10.0,10.0,83.17286466092177,#000000,#80FF00,True
2102,Rectangle,141.01566454713577,59.0198414503094,10.0,10.0,92.31531568210369,#000000,#80FF00,True
2103,Rectangle,139.42606450231278,70.71202006630199,10.0,10.0,104.7048812232852,#000000,#80FF00,True
2104,Rectangle,137.72902463843207,163.4619183925131,10.0,10.0,-39.18164140355138,#000000,#80FF00,True
2105,Rectangle,145.85030159810412,155.36629755902845,10.0,10.0,-45.341138654852735,#000000,#80FF00,True
2106,Rectangle,153.46080338078082,146.6969871055269,10.0,10.0,-49.9051725208584,#000000,#80FF00,True
2107,Rectangle,161.30140768980618,138.71310999626735,10.0,10.0,-45.25791368266778,#000000,#80FF00,True
2109,Rectangle,173.88883552109746,118.37812181151901,10.0,10.0,-90.58289612391337,#000000,#80FF00,True
