Serial Number,Shape Type,X,Y,Width,Height,Rotation,Frame Color,Fill Color,Is Filled
754,Rectangle,156.9787622039205,119.0826835826046,10.0,10.0,-177.05493824584593,#000000,#FF0000,True
755,Rectangle,145.38061568883705,119.06433654077671,10.0,10.0,178.60516660491518,#000000,#FF0000,True
756,Rectangle,133.9275339760192,119.50766984806154,10.0,10.0,171.40588682534738,#000000,#FF0000,True
757,Rectangle,122.48293263314812,122.47883965216681,10.0,10.0,155.21312098187724,#000000,#FF0000,True
758,Rectangle,111.72067490017122,126.803532349617,10.0,10.0,150.45706329248029,#000000,#FF0000,True
759,Rectangle,101.36269069715979,131.85338905031955,10.0,10.0,142.07555904168223,#000000,#FF0000,True
760,Rectangle,93.08647553829698,139.60808511476887,10.0,10.0,134.97435903545252,#000000,#FF0000,True
761,Rectangle,85.71822338699528,147.28713717614738,10.0,10.0,135.02745959187152,#000000,#FF0000,True
771,Rectangle,187.01454990626826,140.48753706170248,10.0,10.0,-147.7271306441772,#000000,#FF0000,True
772,Rectangle,177.07206885791868,134.85268914452178,10.0,10.0,-157.905476328162,#000000,#FF0000,True
773,Rectangle,165.24872817011595,131.78385321907217,10.0,10.0,-171.32907191218754,#000000,#FF0000,True
774,Rectangle,154.14934477839273,129.84894187321692,10.0,10.0,-177.37417153767618,#000000,#FF0000,True
775,Rectangle,142.87859341446784,131.27902554413498,10.0,10.0,173.9043176417541,#000000,#FF0000,True
776,Rectangle,131.76512407780564,131.01984519547233,10.0,10.0,168.27950311628712,#000000,#FF0000,True
777,Rectangle,120.09013896656259,135.8846484119175,10.0,10.0,156.50253125046277,#000000,#FF0000,True
778,Rectangle,109.68887530402563,140.88042693945278,10.0,10.0,148.3435136923486,#000000,#FF0000,True
780,Rectangle,100.44499988583206,148.27537519715128,10.0,10.0,139.37081628372485,#000000,#FF0000,True
781,Rectangle,199.30262664938806,145.2751569258158,5.0,10.0,115.0,#000000,#FF0000,True
783,Rectangle,96.4975860640719,155.80863244114414,5.0,10.0,151.0,#000000,#FF0000,True
784,Rectangle,92.1163976665018,162.59240802447874,5.0,10.0,-13.0,#000000,#FF0000,True
785,Rectangle,88.4418525588622,172.34408542552228,5.0,10.0,-13.0,#000000,#FF0000,True
786,Rectangle,110.75240696663116,204.75616403525265,10.0,10.0,52.0,#000000,#FF0000,True
787,Rectangle,107.38807826327118,189.8035920203193,10.0,10.0,40.0,#000000,#FF0000,True
789,Rectangle,166.13619311285936,143.97457146414553,10.0,10.0,166.8983912126661,#000000,#FF0000,True
790,Rectangle,155.3996885525973,146.60218483924092,10.0,10.0,166.21207636042982,#000000,#FF0000,True
791,Rectangle,144.09135238824462,149.6317395174358,10.0,10.0,160.61141254236995,#000000,#FF0000,True
792,Rectangle,133.17376223338988,154.0112778863172,10.0,10.0,155.22513099536434,#000000,#FF0000,True
793,Rectangle,123.15652408345665,158.95749026559622,10.0,10.0,147.14341946550016,#000000,#FF0000,True
794,Rectangle,114.1180918926762,166.37017476500375,10.0,10.0,138.18788741534442,#000000,#FF0000,True
795,Rectangle,106.04553250833564,174.6224699405501,10.0,10.0,128.87024854433912,#000000,#FF0000,True
796,Rectangle,98.98064277093508,182.8231217935185,10.0,10.0,125.11406578526689,#000000,#FF0000,True
805,Rectangle,107.76189256364455,157.28174788783934,10.0,10.0,-42.0,#000000,#FF0000,True
806,Rectangle,116.17271432204456,149.9923690305593,10.0,10.0,-36.0,#000000,#FF0000,True
807,Rectangle,126.63951473249784,144.85611621894333,10.0,10.0,-30.0,#000000,#FF0000,True
808,Rectangle,138.01864508381516,141.02061226621237,5.0,10.0,-13.0,#000000,#FF0000,True
809,Rectangle,146.82278638157834,139.8454022886139,5.0,10.0,79.0,#000000,#FF0000,True
810,Rectangle,155.42540034595203,140.99356295135522,5.0,5.0,-6.0,#000000,#FF0000,True
28,Triangle,177.8331274962394,142.88324605408343,10.0,10.0,-104.0,#000000,#FF0000,True
29,Triangle,239.4431544513813,194.0416417454349,10.0,10.0,-52.0,#000000,#FF0000,True
3793,Rectangle,52.43789541234108,89.29517672017835,15.0,15.0,87.6225717314006,#000000,#FF0000,True
3794,Rectangle,53.335672779762376,106.24086316518526,15.0,15.0,86.41908907915328,#000000,#FF0000,True
3795,Rectangle,55.180789344716516,123.43044391694639,15.0,15.0,81.06896284873116,#000000,#FF0000,True
3796,Rectangle,58.12271277232145,139.15150870496058,15.0,15.0,80.23649742931546,#000000,#FF0000,True
3797,Rectangle,61.85305476776537,155.48713190033993,15.0,15.0,75.09488568005715,#000000,#FF0000,True
3798,Rectangle,67.91097045099659,171.3359626752416,15.0,15.0,69.46333471291963,#000000,#FF0000,True
3799,Rectangle,73.26074425304085,186.8255531413664,15.0,15.0,72.57415169002856,#000000,#FF0000,True
3800,Rectangle,79.50789876154249,201.55526812686264,15.0,15.0,69.7024903452584,#000000,#FF0000,True
3801,Rectangle,85.91895285926523,216.48303961104295,15.0,15.0,66.03519902762744,#000000,#FF0000,True
3802,Rectangle,92.22750836927949,231.7681408756098,15.0,15.0,71.79500426437913,#000000,#FF0000,True
3815,Rectangle,68.80451818174376,82.34282827619342,15.0,15.0,88.7955903668375,#000000,#FF0000,True
3816,Rectangle,69.9679278034512,99.27436873681415,15.0,15.0,87.56067901284636,#000000,#FF0000,True
3817,Rectangle,71.42211335635872,115.91571108256733,15.0,15.0,84.47096519988526,#000000,#FF0000,True
3818,Rectangle,73.28919576329915,132.06288332653452,15.0,15.0,79.62082824821748,#000000,#FF0000,True
3824,Rectangle,108.1219241019354,228.86286930900758,15.0,15.0,69.95812126379641,#000000,#FF0000,True
3838,Rectangle,76.51864556203472,148.72692158452634,7.5,15.0,-17.0,#000000,#FF0000,True
3839,Rectangle,82.13187478181942,164.36946372449233,7.5,7.5,-14.0,#000000,#FF0000,True
3842,Rectangle,100.84261366917463,198.510906476123,10.0,10.0,-46.0,#000000,#FF0000,True
3843,Rectangle,92.27024453381523,191.76543568108593,10.0,10.0,-50.0,#000000,#FF0000,True
3844,Rectangle,97.84651772204978,205.3756647883494,5.0,10.0,-39.0,#000000,#FF0000,True
3845,Rectangle,102.93264401783034,212.78102594707178,10.0,10.0,-40.0,#000000,#FF0000,True
3846,Rectangle,110.19846577519343,221.15176416192747,5.0,10.0,69.0,#000000,#FF0000,True
181,Triangle,128.7763943091912,242.12633517061727,10.0,10.0,-104.0,#000000,#FF0000,True
3962,Rectangle,197.7988496464822,241.4456341837997,15.0,15.0,-32.43653060148184,#000000,#FF0000,True
3963,Rectangle,212.9514943090337,234.14494670217118,15.0,15.0,-22.463101499062315,#000000,#FF0000,True
3964,Rectangle,229.61548629206618,228.67398964317266,15.0,15.0,-19.36787939110598,#000000,#FF0000,True
185,Triangle,230.81644083601975,241.09356779256666,10.0,10.0,-158.0,#000000,#FF0000,True
3990,Rectangle,241.11589144278105,243.69338466148713,5.0,10.0,23.0,#000000,#FF0000,True
