Serial Number,Shape Type,X,Y,Width,Height,Rotation,Frame Color,Fill Color,Is Filled
727,Rectangle,238.14666884145078,442.0345579022291,10.0,10.0,144.0449575075824,#000000,#FF0000,True
728,Rectangle,229.74028298633115,450.48433963498996,10.0,10.0,133.16170336086046,#000000,#FF0000,True
27,Triangle,328.05867450949245,428.6997754735556,10.0,10.0,-72.0,#000000,#FF0000,True
741,Rectangle,345.33079621080833,455.1950276696723,10.0,10.0,-42.0,#000000,#FF0000,True
742,Rectangle,361.4319385627188,479.94712836593834,10.0,10.0,-104.09504383593413,#000000,#FF0000,True
744,Rectangle,359.6478805819472,457.8357656260871,10.0,10.0,-108.65732564577327,#000000,#FF0000,True
745,Rectangle,353.9115033855869,447.1740350838721,10.0,10.0,-122.38560161518151,#000000,#FF0000,True
746,Rectangle,345.12834727164415,439.16253967638636,10.0,10.0,-127.1761913608662,#000000,#FF0000,True
747,Rectangle,337.57475565469673,430.86287934219826,10.0,10.0,-133.27811156720142,#000000,#FF0000,True
748,Rectangle,331.49050520732766,421.20002937677685,10.0,10.0,-126.6734293989322,#000000,#FF0000,True
749,Rectangle,323.53332256881555,412.35581810544284,10.0,10.0,-140.3198029609645,#000000,#FF0000,True
750,Rectangle,314.0807285035956,405.0860961681976,10.0,10.0,-142.6424050839918,#000000,#FF0000,True
751,Rectangle,304.8465241208011,398.0662614667464,10.0,10.0,-148.63672124314704,#000000,#FF0000,True
752,Rectangle,294.2136567744956,392.64608402712133,10.0,10.0,-158.26310220954392,#000000,#FF0000,True
753,Rectangle,283.0142382011279,389.9842329893122,10.0,10.0,-170.26503830488866,#000000,#FF0000,True
754,Rectangle,271.4608394612019,387.9824464427306,10.0,10.0,-177.05493824584593,#000000,#FF0000,True
755,Rectangle,259.86269294611844,387.9640994009027,10.0,10.0,178.60516660491518,#000000,#FF0000,True
756,Rectangle,248.40961123330058,388.4074327081875,10.0,10.0,171.40588682534738,#000000,#FF0000,True
757,Rectangle,236.9650098904295,391.3786025122928,10.0,10.0,155.21312098187724,#000000,#FF0000,True
758,Rectangle,226.2027521574526,395.703295209743,10.0,10.0,150.45706329248029,#000000,#FF0000,True
759,Rectangle,215.84476795444118,400.7531519104455,10.0,10.0,142.07555904168223,#000000,#FF0000,True
760,Rectangle,207.56855279557837,408.50784797489484,10.0,10.0,134.97435903545252,#000000,#FF0000,True
761,Rectangle,200.20030064427667,416.18690003627336,10.0,10.0,135.02745959187152,#000000,#FF0000,True
771,Rectangle,301.49662716354965,409.38729992182846,10.0,10.0,-147.7271306441772,#000000,#FF0000,True
772,Rectangle,291.55414611520007,403.75245200464775,10.0,10.0,-157.905476328162,#000000,#FF0000,True
773,Rectangle,279.73080542739734,400.68361607919815,10.0,10.0,-171.32907191218754,#000000,#FF0000,True
774,Rectangle,268.6314220356741,398.7487047333429,10.0,10.0,-177.37417153767618,#000000,#FF0000,True
775,Rectangle,257.36067067174923,400.17878840426096,10.0,10.0,173.9043176417541,#000000,#FF0000,True
776,Rectangle,246.24720133508703,399.9196080555983,10.0,10.0,168.27950311628712,#000000,#FF0000,True
777,Rectangle,234.57221622384398,404.7844112720435,10.0,10.0,156.50253125046277,#000000,#FF0000,True
778,Rectangle,224.17095256130702,409.78018979957875,10.0,10.0,148.3435136923486,#000000,#FF0000,True
780,Rectangle,214.92707714311345,417.17513805727725,10.0,10.0,139.37081628372485,#000000,#FF0000,True
781,Rectangle,313.78470390666945,414.17491978594177,5.0,10.0,115.0,#000000,#FF0000,True
783,Rectangle,210.97966332135329,424.7083953012701,5.0,10.0,151.0,#000000,#FF0000,True
784,Rectangle,206.5984749237832,431.4921708846047,5.0,10.0,-13.0,#000000,#FF0000,True
785,Rectangle,202.92392981614358,441.24384828564826,5.0,10.0,-13.0,#000000,#FF0000,True
786,Rectangle,225.23448422391255,473.6559268953786,10.0,10.0,52.0,#000000,#FF0000,True
787,Rectangle,221.87015552055257,458.70335488044526,10.0,10.0,40.0,#000000,#FF0000,True
789,Rectangle,280.61827037014075,412.8743343242715,10.0,10.0,166.8983912126661,#000000,#FF0000,True
790,Rectangle,269.8817658098787,415.5019476993669,10.0,10.0,166.21207636042982,#000000,#FF0000,True
791,Rectangle,258.573429645526,418.53150237756176,10.0,10.0,160.61141254236995,#000000,#FF0000,True
792,Rectangle,247.65583949067127,422.9110407464432,10.0,10.0,155.22513099536434,#000000,#FF0000,True
793,Rectangle,237.63860134073803,427.8572531257222,10.0,10.0,147.14341946550016,#000000,#FF0000,True
794,Rectangle,228.6001691499576,435.2699376251297,10.0,10.0,138.18788741534442,#000000,#FF0000,True
795,Rectangle,220.52760976561703,443.5222328006761,10.0,10.0,128.87024854433912,#000000,#FF0000,True
796,Rectangle,213.46272002821647,451.7228846536445,10.0,10.0,125.11406578526689,#000000,#FF0000,True
805,Rectangle,222.24396982092594,426.1815107479653,10.0,10.0,-42.0,#000000,#FF0000,True
806,Rectangle,230.65479157932594,418.8921318906853,10.0,10.0,-36.0,#000000,#FF0000,True
807,Rectangle,241.12159198977923,413.7558790790693,10.0,10.0,-30.0,#000000,#FF0000,True
808,Rectangle,252.50072234109655,409.92037512633834,5.0,10.0,-13.0,#000000,#FF0000,True
809,Rectangle,261.30486363885973,408.7451651487399,5.0,10.0,79.0,#000000,#FF0000,True
810,Rectangle,269.9074776032334,409.8933258114812,5.0,5.0,-6.0,#000000,#FF0000,True
28,Triangle,292.3152047535208,411.7830089142094,10.0,10.0,-104.0,#000000,#FF0000,True
29,Triangle,353.9252317086627,462.9414046055609,10.0,10.0,-52.0,#000000,#FF0000,True
102,Triangle,362.49738795723925,511.61760652603357,10.0,10.0,-70.0,#000000,#FF0000,True
3793,Rectangle,166.91997266962247,358.1949395803043,15.0,15.0,87.6225717314006,#000000,#FF0000,True
3794,Rectangle,167.81775003704377,375.14062602531124,15.0,15.0,86.41908907915328,#000000,#FF0000,True
3795,Rectangle,169.6628666019979,392.33020677707236,15.0,15.0,81.06896284873116,#000000,#FF0000,True
3796,Rectangle,172.60479002960284,408.05127156508655,15.0,15.0,80.23649742931546,#000000,#FF0000,True
3797,Rectangle,176.33513202504676,424.3868947604659,15.0,15.0,75.09488568005715,#000000,#FF0000,True
3798,Rectangle,182.39304770827798,440.2357255353676,15.0,15.0,69.46333471291963,#000000,#FF0000,True
3799,Rectangle,187.74282151032224,455.7253160014924,15.0,15.0,72.57415169002856,#000000,#FF0000,True
3800,Rectangle,193.98997601882388,470.4550309869886,15.0,15.0,69.7024903452584,#000000,#FF0000,True
3801,Rectangle,200.40103011654662,485.38280247116893,15.0,15.0,66.03519902762744,#000000,#FF0000,True
3802,Rectangle,206.70958562656088,500.66790373573576,15.0,15.0,71.79500426437913,#000000,#FF0000,True
3815,Rectangle,183.28659543902515,351.2425911363194,15.0,15.0,88.7955903668375,#000000,#FF0000,True
3816,Rectangle,184.4500050607326,368.17413159694013,15.0,15.0,87.56067901284636,#000000,#FF0000,True
3817,Rectangle,185.9041906136401,384.8154739426933,15.0,15.0,84.47096519988526,#000000,#FF0000,True
3818,Rectangle,187.77127302058054,400.9626461866605,15.0,15.0,79.62082824821748,#000000,#FF0000,True
3824,Rectangle,222.6040013592168,497.76263216913355,15.0,15.0,69.95812126379641,#000000,#FF0000,True
3825,Rectangle,227.6955202087657,513.1178766154021,15.0,15.0,71.7976497060878,#000000,#FF0000,True
3838,Rectangle,191.0007228193161,417.6266844446523,7.5,15.0,-17.0,#000000,#FF0000,True
3839,Rectangle,196.6139520391008,433.2692265846183,7.5,7.5,-14.0,#000000,#FF0000,True
3840,Rectangle,211.75888315342985,515.8508138469078,15.0,15.0,-20.0,#000000,#FF0000,True
3842,Rectangle,215.32469092645601,467.410669336249,10.0,10.0,-46.0,#000000,#FF0000,True
3843,Rectangle,206.75232179109662,460.6651985412119,10.0,10.0,-50.0,#000000,#FF0000,True
3844,Rectangle,212.32859497933117,474.2754276484754,5.0,10.0,-39.0,#000000,#FF0000,True
3845,Rectangle,217.41472127511173,481.68078880719776,10.0,10.0,-40.0,#000000,#FF0000,True
3846,Rectangle,224.68054303247482,490.05152702205345,5.0,10.0,69.0,#000000,#FF0000,True
181,Triangle,243.2584715664726,511.02609803074324,10.0,10.0,-104.0,#000000,#FF0000,True
3933,Rectangle,248.64196542127013,519.7006402208999,5.0,10.0,71.0,#000000,#FF0000,True
3961,Rectangle,298.1647377311256,519.0430398382255,15.0,15.0,-30.671727987944813,#000000,#FF0000,True
3962,Rectangle,312.2809269037636,510.3453970439257,15.0,15.0,-32.43653060148184,#000000,#FF0000,True
3963,Rectangle,327.4335715663151,503.04470956229716,15.0,15.0,-22.463101499062315,#000000,#FF0000,True
3964,Rectangle,344.09756354934757,497.57375250329864,15.0,15.0,-19.36787939110598,#000000,#FF0000,True
3989,Rectangle,337.82084254230875,518.0738425425806,5.0,10.0,21.0,#000000,#FF0000,True
184,Triangle,327.0998000108571,515.7550869567865,10.0,10.0,-160.0,#000000,#FF0000,True
185,Triangle,345.29851809330114,509.99333065269263,10.0,10.0,-158.0,#000000,#FF0000,True
3990,Rectangle,355.59796870006244,512.5931475216131,5.0,10.0,23.0,#000000,#FF0000,True
