Serial_Number,Type,X,Y,Width,Height,Rotation,Frame_Color,Fill_Color,Is_Filled
402,Small,266.9084873493422,458.6159372484345,5.0,10.0,-19.0,#8b4513,,False
401,Small,272.27373440248397,455.66646960350636,10.0,10.0,-18.0,#8b4513,,False
400,Small,283.3342380709643,452.7170019585783,10.0,10.0,-12.0,#8b4513,,False
399,Small,294.8863196802659,451.9796350473462,10.0,10.0,0,#8b4513,,False
398,Small,306.0697178339515,452.34831850296234,10.0,10.0,6.0,#8b4513,,False
397,Small,329.58467480406404,461.19672143774665,5.0,10.0,115.0,#8b4513,,False
396,Small,317.37601047284244,454.80620820706906,10.0,10.0,18.0,#8b4513,,False
395,Small,338.51386192816034,465.25223944952256,10.0,10.0,-58.0,#8b4513,,False
394,Small,244.93363911938317,501.2598480170917,5.0,10.0,45.0,#000000,#000000,True
393,Small,249.36035432862624,505.2649713016449,5.0,10.0,45.0,#000000,#a21818,True
392,Small,254.20866146255912,509.05929862385346,5.0,10.0,45.0,#000000,#000000,True
16,Triangle,257.7514790497798,515.0318508902924,10.0,10.0,-46.0,#000000,#a21818,True
391,Small,281.6648478726783,512.8163244402025,5.0,5.0,0,#000000,#000000,True
390,Small,263.60537865420685,513.0071873660789,5.0,10.0,3.0,#000000,#000000,True
389,Small,269.6657625716232,510.98705939360707,5.0,10.0,1.0,#000000,#a21818,True
388,Small,275.8069516079382,510.82544915580945,5.0,10.0,1.0,#000000,#a21818,True
387,Small,249.76434791995348,492.5786746826973,10.0,10.0,-38.0,#000000,,False
386,Small,258.16980178579615,500.35938201514,10.0,10.0,-46.0,#000000,,False
384,Small,270.75664453216683,505.2110667669958,10.0,5.0,-180.78259495401397,#000000,,False
383,Small,281.651669176007,506.34239627218636,10.0,5.0,171.3401394940083,#000000,,False
382,Small,292.39838382150805,503.4052276310179,10.0,5.0,156.48843023820152,#000000,,False
381,Small,301.2547423726941,496.5425542253314,10.0,5.0,140.12410897578224,#000000,,False
380,Small,310.4530167732133,490.61422888179953,10.0,5.0,149.07421283248956,#000000,,False
379,Small,320.793919716319,486.9714528546446,10.0,5.0,153.2762521541296,#000000,,False
378,Small,330.8392825765285,483.02519788153336,10.0,5.0,160.07441934181546,#000000,,False
372,Small,316.34108593576616,482.87514935756377,5.0,5.0,16.0,#8b4513,,False
15,Triangle,327.0381672478471,478.1844254543187,10.0,10.0,26.0,#8b4513,,False
371,Small,258.8804658716613,486.3030689028765,5.0,10.0,-29.0,#8b4513,,False
370,Small,266.64020129711173,494.2461051651485,5.0,10.0,-47.0,#8b4513,,False
369,Small,275.2963994232687,498.72877007440326,5.0,5.0,-10.0,#8b4513,,False
367,Small,281.5500129728344,501.0475256601973,5.0,5.0,-10.0,#8b4513,,False
365,Small,289.6969255908611,496.1546401609787,5.0,10.0,73.0,#8b4513,,False
364,Small,303.7778732738192,486.3921573799086,5.0,10.0,49.0,#8b4513,,False
363,Small,297.55587911860516,494.30610034613386,5.0,5.0,46.0,#8b4513,,False
358,Small,308.23265955320613,478.657941802853,5.0,10.0,103.0,#8b4513,,False
357,Small,315.9231251341693,470.96244610323816,5.0,10.0,7.0,#8b4513,,False
356,Small,305.0597953281352,469.4756319154988,10.0,10.0,2.0,#8b4513,,False
355,Small,306.04967351902434,460.7325093162195,5.0,10.0,93.0,#8b4513,,False
354,Small,491.9425294191681,403.8596741203893,5.0,10.0,91.0,#deb887,,False
353,Small,488.94584372253735,400.66813770848074,5.0,5.0,-2.0,#deb887,,False
352,Small,495.07895224696256,400.7149489529108,5.0,5.0,4.0,#deb887,#ffffff,True
351,Small,291.02540774265975,462.7632823237235,5.0,5.0,-6.0,#deb887,,False
350,Small,279.87760394027237,487.09443060095543,5.0,10.0,73.0,#deb887,,False
349,Small,287.745387526121,486.93879913185253,5.0,5.0,-16.0,#deb887,#0000ff,True
348,Small,270.10956827099943,484.8693904582269,5.0,10.0,63.0,#deb887,,False
347,Small,280.18691605783675,480.69097796124584,5.0,10.0,73.0,#deb887,,False
346,Small,290.87873627070104,478.11019377193344,5.0,10.0,83.0,#deb887,#0000ff,True
345,Small,275.0253476792128,476.26677649385334,5.0,10.0,67.0,#deb887,,False
344,Small,285.4713789216663,473.07151987851466,5.0,10.0,75.0,#deb887,,False
343,Small,296.654777075352,471.5967860560508,5.0,10.0,87.0,#deb887,,False
342,Small,297.7608274421999,463.11706657688256,5.0,10.0,-1.0,#deb887,,False
341,Small,259.37563776224187,472.82573090810416,10.0,10.0,-26.0,#deb887,,False
340,Small,269.69877451949014,468.1557404703013,10.0,10.0,-22.0,#deb887,,False
339,Small,280.51348921755954,464.8375893697572,10.0,10.0,-14.0,#deb887,,False
338,Small,291.92264742676275,468.3731969076144,5.0,5.0,-10.0,#deb887,,False
337,Small,295.21714616115224,486.03681270849074,5.0,10.0,45.0,#deb887,,False
336,Small,322.24896329561017,473.7584694821755,5.0,10.0,25.0,#deb887,,False
334,Small,265.24672633132366,480.9042458598368,5.0,10.0,61.0,#deb887,,False
333,Small,272.21741239785126,493.262862474907,5.0,5.0,-26.0,#deb887,,False
332,Small,284.24160054428955,491.8820985537132,5.0,10.0,75.0,#deb887,,False
329,Small,299.8306240564747,480.4952722529324,5.0,5.0,12.0,#deb887,,False
316,Small,314.5046867291817,465.13749297377296,10.0,5.0,-164.58641846249583,#deb887,,False
315,Small,324.71690008761925,469.15044300059117,10.0,5.0,-154.519214200914,#deb887,,False
314,Small,334.0542991151441,474.86407024085446,10.0,5.0,-145.77803322244546,#deb887,,False
313,Small,256.65994395013206,455.55017218507487,10.0,5.0,140.23889135296292,#deb887,,False
312,Small,266.98304036837516,451.29702746846897,10.0,5.0,161.39046324874096,#deb887,,False
311,Small,277.4136468371222,447.69476689611923,10.0,5.0,164.7494944928668,#deb887,,False
310,Small,288.69054300291225,445.9490543353291,10.0,5.0,177.82125448301937,#deb887,,False
309,Small,299.35136834623154,445.94710206597074,10.0,5.0,178.85168603401522,#deb887,,False
308,Small,310.69063518931586,446.7349194003288,10.0,5.0,-167.2070942556733,#deb887,,False
307,Small,321.2333661606236,449.8703557497037,10.0,5.0,-159.18330384816474,#deb887,,False
306,Small,330.5900298615532,457.3735837596867,10.0,5.0,-132.80506885989507,#deb887,,False
305,Small,419.636154509919,411.67608503549445,5.0,10.0,95.0,#000000,,False
